"Subject" "Activity" "time Body Accelerometer   Mean -Z" "time Body Accelerometer   StandardDeviation-X" "time Body Accelerometer   StandardDeviation-Z" "time Gravity Accelerometer   Mean -X" "time Gravity Accelerometer   Mean -Z" "time Gravity Accelerometer   StandardDeviation-X" "time Gravity Accelerometer   StandardDeviation-Z" "time Body Accelerometer  Jerk Mean -X" "time Body Accelerometer  Jerk Mean -Z" "time Body Accelerometer  Jerk StandardDeviation-X" "time Body Accelerometer  Jerk StandardDeviation-Z" "time Body Gyroscope  Mean -X" "time Body Gyroscope  Mean -Z" "time Body Gyroscope  StandardDeviation-X" "time Body Gyroscope  StandardDeviation-Z" "time Body Gyroscope Jerk Mean -X" "time Body Gyroscope Jerk Mean -Z" "time Body Gyroscope Jerk StandardDeviation-X" "time Body Gyroscope Jerk StandardDeviation-Z" "time Body Accelerometer  Mag Mean " "time Body Accelerometer  Mag StandardDeviation" "time Body Accelerometer  JerkMag Mean " "time Body Accelerometer  JerkMag StandardDeviation" "time Body Gyroscope JerkMag Mean " "time Body Gyroscope JerkMag StandardDeviation" "FreqDomainSignals Body Accelerometer   Mean -Y" "FreqDomainSignals Body Accelerometer   StandardDeviation-Y" "FreqDomainSignals Body Accelerometer   Mean Freq-Y" "FreqDomainSignals Body Accelerometer  Jerk Mean -X" "FreqDomainSignals Body Accelerometer  Jerk Mean -Z" "FreqDomainSignals Body Accelerometer  Jerk StandardDeviation-X" "FreqDomainSignals Body Accelerometer  Jerk StandardDeviation-Z" "FreqDomainSignals Body Accelerometer  Jerk Mean Freq-X" "FreqDomainSignals Body Accelerometer  Jerk Mean Freq-Z" "FreqDomainSignals Body Gyroscope  Mean -Y" "FreqDomainSignals Body Gyroscope  StandardDeviation-Y" "FreqDomainSignals Body Gyroscope  Mean Freq-Y" "FreqDomainSignals Body Accelerometer  Mag Mean " "FreqDomainSignals Body Accelerometer  Mag StandardDeviation" "FreqDomainSignals Body Accelerometer  Mag Mean Freq" "FreqDomainSignals  Body   Gyroscope Mag Mean " "FreqDomainSignals  Body   Gyroscope Mag StandardDeviation" "FreqDomainSignals  Body   Gyroscope Mag Mean Freq"
11 "LAYING" -0.108786578070175 -0.98477733 -0.971311176842105 -0.134832031403509 0.112620189964912 -0.97956560245614 -0.984192606315789 0.0766645337017544 0.00277690502070175 -0.985259108596491 -0.982111784210526 -0.0191743840136842 0.152019015929825 -0.980836884561403 -0.959897432807018 -0.102297501877193 -0.0666957489649123 -0.981724838421053 -0.986549063333333 -0.980621180175439 -0.972891829473684 -0.983330628421053 -0.976504858596491 -0.990641248245614 -0.984476476666667 -0.971403935438596 -0.973589287368421 0.251945472245614 -0.984884874385965 -0.979564844210526 -0.987122678245614 -0.983302949122807 0.178104551486316 0.0300169449866667 -0.982640271929825 -0.982660631754386 0.104942477754386 -0.973994004561404 -0.976037695614035 0.336010660578947 -0.967093356491228 -0.954849053508772 0.0406004062738596
12 "LAYING" -0.108160125666667 -0.95531868 -0.9483338435 -0.3785920653 0.2750431984 -0.936458309333333 -0.9596439555 0.0854295393833333 -0.0043714837772 -0.969276283333333 -0.970629308166667 -0.0146546807316667 0.14519184795 -0.966090742 -0.950157442166667 -0.0990402297166667 -0.0678909002816667 -0.9671982025 -0.969953929666667 -0.9482046755 -0.936542686833333 -0.969843834166667 -0.962580915166667 -0.971067768833333 -0.962012018333333 -0.951265971 -0.9506400405 0.19137270056 -0.968742758833333 -0.967149695166667 -0.972820011166667 -0.972713844666667 0.083907082125 0.0239504464626667 -0.95256172 -0.955343675666667 -0.0199866541433333 -0.9438674399 -0.942133255166667 0.0818083852738333 -0.9454970225 -0.940373827666667 0.00220615496116666
13 "LAYING" -0.104331864532258 -0.968891989354839 -0.950392995483871 -0.156852206467742 0.598884988709677 -0.957875244677419 -0.959892863709677 0.0767774832096774 -0.00988389709596774 -0.98541995 -0.983070657419355 -0.00973609968045161 0.117819614790323 -0.972143470322581 -0.967350513709677 -0.101835573822581 -0.0648770419677419 -0.981404742903226 -0.989801549193548 -0.960517768225806 -0.947944746612903 -0.985467853870968 -0.980066243387097 -0.98544626483871 -0.975113305645161 -0.965843757258064 -0.947462328225806 0.0363424960967742 -0.985199684354839 -0.980994601935484 -0.98707817516129 -0.983670049354839 0.169895805430645 0.0584183074479032 -0.968689729193548 -0.959944126451613 -0.042663103 -0.959535493548387 -0.949431319193548 0.0815111222612903 -0.957681621290323 -0.946133432096774 0.050207734033871
14 "LAYING" -0.0868333315509804 -0.917501887333333 -0.900331921686275 -0.145483631627451 0.83656291 -0.862136937254902 -0.90130385627451 0.098140384845098 -0.0323601505045098 -0.971473557058824 -0.972431855490196 0.00505221181607843 0.149124058235294 -0.957221015098039 -0.952296965294118 -0.105446637019608 -0.0566171868039216 -0.970274962745098 -0.979711372941176 -0.905978250196078 -0.856593119215686 -0.972576392941176 -0.966450909019608 -0.975621183137255 -0.964009921960784 -0.930366906078431 -0.905221049156863 -0.149752054909804 -0.972010709215686 -0.968593195686275 -0.973491388039216 -0.97491443 -0.158599091641176 -0.0887922483196078 -0.938087898235294 -0.929955407058824 -0.277833948752941 -0.899463668843137 -0.859606047058823 -0.131771172645098 -0.930151731176471 -0.917760104901961 -0.190837039343137
15 "LAYING" -0.118530240291667 -0.972255551527778 -0.929586835277778 -0.1719930545 -0.0369192905555556 -0.961509742916667 -0.950710357083333 0.0767515438611111 -0.00443927981861111 -0.981739386805556 -0.978402956527778 -0.0168300887791667 0.113451899791667 -0.957167680694444 -0.956537051666667 -0.102266714236111 -0.0624334556236111 -0.97392395125 -0.980112732777778 -0.955340661527778 -0.943314107916667 -0.979890228194444 -0.973644462777778 -0.983235025416667 -0.973650041666667 -0.962461124305556 -0.964590430138889 0.240597438814583 -0.981329999027778 -0.97477568375 -0.983949290694444 -0.980745097361111 0.114787481842222 0.00103397312222222 -0.964310893611111 -0.959991907083333 -0.146020121881944 -0.956001034027778 -0.94550856 0.127358410820833 -0.946812642361111 -0.923682244861111 -0.196344267730556
16 "LAYING" -0.107310493242857 -0.973691429428571 -0.965490276285714 -0.206783742242857 0.893884468571429 -0.963761977857143 -0.967886002 0.0783960268571429 -0.00154105089764286 -0.988416723857143 -0.987644127 -0.0161545406857143 0.0966210349428571 -0.977010769857143 -0.984781484857143 -0.1022095722 -0.0576790435142857 -0.985835459428571 -0.994465157714286 -0.961834634857143 -0.957895927714286 -0.988349656571429 -0.987891003571429 -0.990839526285714 -0.988212425428571 -0.963635575142857 -0.937083636714286 -0.1830181401 -0.988580046285714 -0.985544945285714 -0.989287359142857 -0.988348904571429 0.06559671734 0.0652078600842857 -0.976092920571429 -0.968135251857143 -0.2155078006 -0.968020521285714 -0.958111895857143 -0.121302340485714 -0.970249638857143 -0.958975084 -0.124998552485714
17 "LAYING" -0.107006279704225 -0.972960567323944 -0.953476700140845 -0.19913309 0.722657502112676 -0.961063222394366 -0.957164565211268 0.077908974656338 -0.000143542544507042 -0.981489017183099 -0.98281300056338 -0.0234756467113239 0.111440490309859 -0.975893061830986 -0.976200771267606 -0.102049763957746 -0.0604927046338028 -0.980792372112676 -0.988221713380282 -0.953021411126761 -0.948257993521127 -0.981607627887324 -0.980126745352113 -0.985542411126761 -0.982038121126761 -0.954648102253521 -0.942791615915493 0.0546075608732394 -0.98147206915493 -0.98038005915493 -0.983213244366197 -0.983854158873239 0.188447976580282 0.0265752327492958 -0.973669098591549 -0.970627806901408 0.0154847631971831 -0.961046326338028 -0.949042531690141 -0.0494678208816901 -0.969014444788732 -0.96002383915493 -0.0465567390414085
18 "LAYING" -0.107698927907692 -0.984527649230769 -0.987658662307692 -0.220600509076923 0.605495317692308 -0.982715987538462 -0.990957249538462 0.0749985010769231 -0.00121344813430769 -0.985921071076923 -0.990660246153846 -0.02517618068 0.0937781948153846 -0.992872598 -0.985108386307692 -0.0997154236307692 -0.0593135986615385 -0.996104441384615 -0.992548101846154 -0.986456241538462 -0.986464542615385 -0.98832154 -0.989526277538462 -0.993095122615385 -0.992153054 -0.984909884615385 -0.986746450769231 0.264460073876923 -0.986404709384615 -0.989116865846154 -0.986641245846154 -0.990744752923077 0.159761097664615 0.166856209441538 -0.985611171384615 -0.983457774923077 -0.0556054116769231 -0.986788412 -0.987648484461539 0.339472649138462 -0.984329092153846 -0.981468841692308 0.159375426572308
19 "LAYING" -0.10898146186747 -0.965019579518072 -0.984672837228916 -0.680043155060241 0.68762385253012 -0.958959611084337 -0.988819031566265 0.0772317998650602 -0.000988690855325301 -0.983605223493976 -0.988260181084337 -0.0312072730559566 0.10860511373494 -0.981357611445783 -0.973197523855422 -0.0956018266746988 -0.0599161477951807 -0.976105663493976 -0.986958363975904 -0.96626080686747 -0.963193489036145 -0.98478434 -0.980668287831325 -0.985342497710843 -0.980245510843374 -0.972798824096386 -0.974832075662651 0.292492930166145 -0.983478561807229 -0.986506488795181 -0.985278006987952 -0.988558703373494 0.135277438 0.117028928487952 -0.972061003493976 -0.959831365783133 -0.156450013338554 -0.971957401325301 -0.964056773975904 0.168481196584337 -0.965624724457831 -0.957496024457831 0.0778651216506024
20 "LAYING" -0.104274322538235 -0.962249114705882 -0.972571998382353 -0.472431415573529 0.477573305 -0.928674215147059 -0.9765185525 0.0892716006470588 -0.00309891846569118 -0.984270728235294 -0.984989224117647 -0.0231760616308824 0.123680209926471 -0.984477414264706 -0.972409893529412 -0.0995033069117647 -0.0610028293088235 -0.989283577352941 -0.986670534411765 -0.960743126176471 -0.939489444558824 -0.984670073823529 -0.980161687058824 -0.986749500882353 -0.981079301617647 -0.965595958382353 -0.964960988382353 0.274452420529412 -0.983889985147059 -0.982876212058823 -0.986213883088235 -0.985707806323529 0.116642082939706 0.0284929205607353 -0.973120029558823 -0.973092518088235 -0.0784003340588235 -0.952827071323529 -0.9418940855 0.187758018548529 -0.969832241176471 -0.964205915441177 0.0116918216382353
21 "LAYING" -0.103253832233333 -0.955019866222222 -0.945653787777778 -0.174349174822222 0.788251027111111 -0.945905270555556 -0.952416332444444 0.0820150201077778 -0.0139053438591111 -0.984826520888889 -0.983977644222222 -0.0305126188777778 0.0980906517 -0.975411857555556 -0.981345430888889 -0.0964118375066667 -0.0601398663555556 -0.984643717333333 -0.988749495666667 -0.952596583222222 -0.942186431444444 -0.982800330555556 -0.978552618777778 -0.985915906888889 -0.982246471555556 -0.960069247 -0.957258971111111 0.0857486930922889 -0.984188841222222 -0.981630805333333 -0.987061376777778 -0.984925270666667 0.0883780669131111 0.043929421471 -0.964968005222222 -0.946599855444444 -0.407760367 -0.953769071222222 -0.944449070888889 -0.101802808811111 -0.962349012888889 -0.949736575111111 -0.20657270175
22 "LAYING" -0.110800924652778 -0.947735251944444 -0.942945807916667 -0.418494577083333 0.771903907083333 -0.928781249027778 -0.952435389166667 0.0752202242222222 -0.00467438744166667 -0.970355191527778 -0.974527011944444 -0.0208311371125 0.145003879319444 -0.956641905833333 -0.933251870694444 -0.100203934722222 -0.0702723568194445 -0.972092602916667 -0.978636301805555 -0.934993799305556 -0.909407761152778 -0.971169779305556 -0.959849821805556 -0.981716936388889 -0.974201690972222 -0.925524703472222 -0.912562856666667 0.0878775831008333 -0.969570326944444 -0.970918941666667 -0.974126068055556 -0.976833164027778 0.0734034055506944 0.0415523452236111 -0.964698258611111 -0.960711254583333 -0.143181333825 -0.929818990972222 -0.913267251263889 0.0988290426666667 -0.946055840972222 -0.923552358194444 -0.0786142233430556
23 "LAYING" -0.104256776291667 -0.956756363194444 -0.973223495416667 -0.391564962777778 0.918782825277778 -0.947948758194444 -0.976780462083333 0.0831787608333333 -0.00628235060277778 -0.986360446805556 -0.984663476666667 -0.0113399724663889 0.111078594708333 -0.981849400972222 -0.983920132638889 -0.102024922819444 -0.0621991626111111 -0.985027850416667 -0.994908984861111 -0.962959196805556 -0.957871990555555 -0.987010197361111 -0.986685651527778 -0.984557478611111 -0.981314831666667 -0.982072295833333 -0.974304149166667 0.0637688819034028 -0.986204659166667 -0.982415511805556 -0.987840852638889 -0.985502011944444 0.206066869445833 0.230107945944444 -0.96846913625 -0.954997309583333 -0.1472313939875 -0.967747053194444 -0.958465695416667 0.0359321171277778 -0.966239347916667 -0.959025538194444 0.102453271218056
24 "LAYING" -0.107236237236111 -0.967984021111111 -0.973566958888889 -0.359292534027778 0.683839909722222 -0.960412164305556 -0.979239668194444 0.08072123275 -0.00589225849902778 -0.98636543375 -0.983087366805556 -0.0143679929444444 0.111730746333333 -0.982651720138889 -0.98170136125 -0.102813809652778 -0.0624116966805556 -0.979865720555556 -0.992381595972222 -0.9718540425 -0.969354834166667 -0.985529270555556 -0.983605927361111 -0.982780873888889 -0.978659102222222 -0.980830362083333 -0.984571808472222 0.2808890233625 -0.985998546805556 -0.981549689583333 -0.988140517777778 -0.983185637916667 0.152359886551389 0.0862692032513889 -0.966111980277778 -0.95779294875 -0.1812152290875 -0.973171068055556 -0.971063024027778 0.0811245566805556 -0.964001383472222 -0.961369084583333 0.0544279335515278
25 "LAYING" -0.100428830260274 -0.909116474109589 -0.717262004013699 -0.461102531369863 0.526353818315068 -0.829554947808219 -0.610161166287671 0.0879071687671233 -0.0307179435315068 -0.973323412328767 -0.96783552630137 0.00372723459589041 0.139718671465753 -0.889769639726027 -0.91092799 -0.101646999342466 -0.0596922147205479 -0.957381145068493 -0.974242254520548 -0.56047777609589 -0.649254767945205 -0.962161355890411 -0.961931605342466 -0.969783262465753 -0.96830952260274 -0.78494581909589 -0.67238425569863 -0.0800093983775342 -0.972859085753425 -0.962632674520548 -0.976423984657534 -0.971885370136986 -0.0416113196575342 -0.109253586720137 -0.946259639315069 -0.932293334794521 -0.262888528465753 -0.774481943616438 -0.651353241643836 -0.241575056393973 -0.910126993561644 -0.850661340684931 -0.334849564949315
26 "LAYING" -0.105002540289474 -0.969445445263158 -0.984500013157895 -0.621309715263158 0.614523405921053 -0.944472488552632 -0.984081708947368 0.0866502529210526 -0.00614755098663158 -0.989315824868421 -0.989064628947368 -0.0170656239526316 0.152436344328947 -0.990328197763158 -0.969302237763158 -0.100368640868421 -0.0711533355789474 -0.992665154868421 -0.993759841842105 -0.976785042368421 -0.964355190394737 -0.989970604210526 -0.989101949473684 -0.99219798 -0.989917354473684 -0.983664034342105 -0.983317083947368 0.274378315092105 -0.989224043947368 -0.987308252236842 -0.990410106973684 -0.989370490789474 0.137090425315789 0.148820983839737 -0.983127999342105 -0.977491843421053 -0.0665477247486842 -0.969269114078947 -0.966576631710526 0.277268278907895 -0.974305179605263 -0.96613921868421 0.111740579146316
27 "LAYING" -0.107699732837838 -0.978455153108108 -0.986636996081081 -0.530434604864865 0.84539238027027 -0.971183862702703 -0.989056311351351 0.0766268551324324 -0.000685549292837838 -0.986471899324324 -0.989685146621622 -0.0195427328781081 0.118738360783784 -0.988837212162162 -0.97837499972973 -0.101147695256757 -0.0642797849864865 -0.993503720810811 -0.993296720540541 -0.982091652162162 -0.978920176216216 -0.988372773648649 -0.988586771351351 -0.994355043783784 -0.993484313243243 -0.982915951891892 -0.984269087972973 0.254636552121622 -0.986679572567568 -0.988033129054054 -0.987477465405405 -0.989901169864865 0.0961256024564865 0.148092918859459 -0.986795837297297 -0.983052318513513 -0.0195690475405405 -0.981389017702703 -0.980296339054054 0.368679681202703 -0.979890667972973 -0.971806236756757 0.174311654377973
28 "LAYING" -0.1083448529625 -0.9688882955 -0.956450342875 -0.490334541875 0.0157570025 -0.970599089375 -0.97912466575 0.0780770644 0.006009719386425 -0.9801647165 -0.973071655875 -0.017367705735 0.09357912315 -0.95516227975 -0.96237491175 -0.1045116270375 -0.05345019146375 -0.9608029485 -0.981418916 -0.95811223025 -0.9545740295 -0.978455341875 -0.973312647875 -0.978220270625 -0.96977327725 -0.958436369 -0.94200397775 -0.07483910088875 -0.980013419 -0.970251565375 -0.98220590125 -0.974530843125 0.104292020185 0.038219081345 -0.9658244555 -0.957552988125 -0.34947254522625 -0.961035587625 -0.95756401875 0.038386092475 -0.944218369375 -0.931675004125 -0.18113593077125
29 "LAYING" -0.109462068173913 -0.984219555507246 -0.987255149855072 -0.346789842753623 0.590452224057971 -0.972939889855073 -0.98577817826087 0.0718861195971014 0.00241542784130435 -0.99200598942029 -0.993288313333333 -0.0258281004782609 0.127411971652174 -0.994276591304348 -0.97499461942029 -0.0995339880724638 -0.0674469666086956 -0.99654254057971 -0.995380794637681 -0.986493196666667 -0.981572147681159 -0.992725367826087 -0.994646916811594 -0.997322526811594 -0.997666071594203 -0.989034304057971 -0.990680395362319 0.328259354627536 -0.992153982028986 -0.992018447826087 -0.99254347826087 -0.993107759855072 0.138616312664928 0.165235128105797 -0.993696336521739 -0.992240785652174 0.0401385255637681 -0.986800645362319 -0.981599783623188 0.435846931652174 -0.98400134173913 -0.976679046231884 0.233760096173913
30 "LAYING" -0.1036581505 -0.976362515428571 -0.967044236428571 -0.344737755285714 0.681459210714286 -0.979563942714286 -0.983274524857143 0.0752196666428571 -0.000374189681428571 -0.977463775571429 -0.979517896142857 -0.0267812218571429 0.0938472163142857 -0.973662822428571 -0.968889156142857 -0.102277358585714 -0.0595736770285714 -0.983775833714286 -0.980768874571429 -0.969829984285714 -0.960167907285714 -0.97923282 -0.969642290285714 -0.985086413428571 -0.976177142571429 -0.959974274571429 -0.9535584 0.0705691086571429 -0.976887901571429 -0.975632420428571 -0.980350748142857 -0.982281553142857 0.0410381510042857 0.0650536847772571 -0.968170332428571 -0.965134152428571 -0.239924763457143 -0.962840820428571 -0.964051810714286 0.17601722025 -0.962001199 -0.952644449285714 -0.0802049169128571
